InventoryId,Store,Brand,Description,Size,VendorNumber,VendorName,PONumber,PODate,ReceivingDate,InvoiceDate,PayDate,PurchasePrice,Quantity,Dollars,Classification
50_MOUNTMEND_25039,50,25039,Sutter Home Svgn Bl,1.5L,8892,TRINCHERO FAMILY ESTATES   ,8148,2015-12-22 00:00:00,2016-01-02 00:00:00,2016-01-09 00:00:00,2016-02-09 00:00:00,5.34,6,32.04,2
15_WANBORNE_17162,15,17162,Menage a Trois Pnt Grigio,750mL,8892,TRINCHERO FAMILY ESTATES   ,8148,2015-12-22 00:00:00,2016-01-01 00:00:00,2016-01-09 00:00:00,2016-02-09 00:00:00,6.12,12,73.44,2
50_MOUNTMEND_24805,50,24805,Menage a Trois Silk Soft Red,750mL,8892,TRINCHERO FAMILY ESTATES   ,8148,2015-12-22 00:00:00,2016-01-02 00:00:00,2016-01-09 00:00:00,2016-02-09 00:00:00,6.84,10,68.4,2
50_MOUNTMEND_33213,50,33213,Sycamore Lane Merlot Cal,750mL,8892,TRINCHERO FAMILY ESTATES   ,8148,2015-12-22 00:00:00,2016-01-02 00:00:00,2016-01-09 00:00:00,2016-02-09 00:00:00,3.5,12,42.0,2
30_CULCHETH_36378,30,36378,MezzaCorona Pnt Grigio,1.5L,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,6.83,66,450.78,2
47_PELLA'S WISH_20102,47,20102,Julia James Pnt Nr,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,6.7,2,13.4,2
1_HARDERSFIELD_24429,1,24429,Baracchi O'Lillo,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,8.1,12,97.2,2
1_HARDERSFIELD_2625,1,2625,Nikka Coffey Grain Whisky,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,43.16,6,258.96,1
76_DONCASTER_15035,76,15035,Morellino d Scansano Rsv,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,7.33,5,36.65,2
69_MOUNTMEND_18013,69,18013,Cecchi Sangiovese,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,4.69,48,225.12,2
76_DONCASTER_15503,76,15503,Opici Sangria,3L,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,8.6,4,34.4,2
66_EANVERNESS_24379,66,24379,Madison's Ranch Cab Svgn,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,8.78,10,87.8,2
1_HARDERSFIELD_3650,1,3650,Patron Silver Tequila,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,33.81,24,811.44,1
76_DONCASTER_3764,76,3764,Patron Reposado Tequila,375mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,20.76,12,249.12,1
1_HARDERSFIELD_2737,1,2737,Teeling Irish Whiskey,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,27.77,6,166.62,1
69_MOUNTMEND_8097,69,8097,Patron Citronge Orange,375mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,9.44,11,103.84,1
67_EANVERNESS_3762,67,3762,Patron Silver Tequila,50mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,4.61,60,276.6,1
1_HARDERSFIELD_38651,1,38651,Carpineto Chianti Clsc,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,10.73,10,107.3,2
34_PITMERDEN_10626,34,10626,MezzaCorona Pnt Nr,1.5L,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,7.53,6,45.18,2
30_CULCHETH_6855,30,6855,Midnight Moon Apple Pie,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,15.19,12,182.28,1
23_ARBINGTON_12666,23,12666,Carpineto Dogajolo Tuscan Wh,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,6.7,12,80.4,2
47_PELLA'S WISH_4724,47,4724,Patron Citronge Lime Liqueur,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,16.79,12,201.48,1
76_DONCASTER_9256,76,9256,Don Ramon Silver Tequila,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,22.05,6,132.3,1
50_MOUNTMEND_3763,50,3763,Patron Anejo Tequila,375mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,20.28,12,243.36,1
1_HARDERSFIELD_6206,1,6206,Midnight Moon Apple Pie,375mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,8.02,6,48.12,1
38_GOULCREST_24151,38,24151,Mas Janeil Cotes Roussillon,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,7.33,11,80.63,2
66_EANVERNESS_27817,66,27817,Clos Pegase Carneros Chard,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,10.95,10,109.5,2
16_LUNDY_32831,16,32831,Carpineto Dogajolo Tuscan Rd,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-03 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,6.75,36,243.0,2
30_CULCHETH_515,30,515,Hirsch Selection Bourbon,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,25.36,6,152.16,1
1_HARDERSFIELD_26732,1,26732,Bonterra Cab Svgn Organic,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,6.79,12,81.48,2
76_DONCASTER_870,76,870,Carpano Antica Formula,Liter,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,17.64,6,105.84,2
69_MOUNTMEND_38644,69,38644,Bigi Orvieto Amabile,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,6.75,12,81.0,2
30_CULCHETH_6116,30,6116,Sogno di Sorrento Lemoncell,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,18.65,6,111.9,1
1_HARDERSFIELD_32479,1,32479,Danzante Del Vnzi Pnt Grigio,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,6.75,12,81.0,2
29_AYLESBURY_6105,29,6105,Midnight Moon,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,14.84,6,89.04,1
69_MOUNTMEND_5359,69,5359,Distroya Spiced Liqueur,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,14.28,12,171.36,1
1_HARDERSFIELD_7995,1,7995,Patron Reposado Tequila,50mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,4.95,12,59.4,1
16_LUNDY_19164,16,19164,Tracia Malbec,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,3.99,1,3.99,2
69_MOUNTMEND_24829,69,24829,Cecchi Chianti Classico,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,7.53,48,361.44,2
38_GOULCREST_23382,38,23382,Haywood Chamizal Znfdl 09,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,10.88,12,130.56,2
50_MOUNTMEND_513,50,513,Ocean Vodka,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,23.01,6,138.06,1
47_PELLA'S WISH_41212,47,41212,A to Z Pnt Gris Ore,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,10.52,12,126.24,2
1_HARDERSFIELD_17146,1,17146,Honeymaker Dry Mead,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,9.08,12,108.96,2
66_EANVERNESS_6980,66,6980,Midnight Moon Blueberry,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,13.96,6,83.76,1
54_GUTHRAM_2199,54,2199,St George Terrior Gin,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,23.61,6,141.66,1
1_HARDERSFIELD_28457,1,28457,Clos Pegase Merlot Napa,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,11.76,12,141.12,2
50_MOUNTMEND_19895,50,19895,Skeleton Malbec,Liter,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,6.45,6,38.7,2
5_SUTTON_8262,5,8262,Metcalfe's Vermont Maple,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,15.82,6,94.92,1
15_WANBORNE_12951,15,12951,Purple Cowboy Red,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,6.7,11,73.7,2
30_CULCHETH_6102,30,6102,Midnight Moon Peach,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,14.38,6,86.28,1
47_PELLA'S WISH_38549,47,38549,Stemmari Nero D'Avola,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,4.82,12,57.84,2
30_CULCHETH_4040,30,4040,Clement Select Barrel Rhum,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,17.98,6,107.88,1
34_PITMERDEN_15575,34,15575,Monte Faliesi Falanghina,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,5.88,12,70.56,2
76_DONCASTER_4250,76,4250,Zaya Grand Reserva Rum,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,27.77,6,166.62,1
55_DRY GULCH_966,55,966,Patron Citronge Orange Liqu,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-03 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,16.15,1,16.15,1
76_DONCASTER_2366,76,2366,Templeton Rye Whiskey,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,25.36,5,126.8,1
15_WANBORNE_8173,15,8173,Amarula Cream Liqueur,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,14.28,12,171.36,1
76_DONCASTER_6293,76,6293,Fetzer Gewurz,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,5.91,12,70.92,2
38_GOULCREST_46023,38,46023,Spellbound Petite Sirah Cal,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,6.57,12,78.84,2
67_EANVERNESS_4018,67,4018,Papa's Pilar Dark Rum,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,26.46,6,158.76,1
67_EANVERNESS_6126,67,6126,Sogno di Sorrento Crema Lem,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,18.11,6,108.66,1
78_EASTHAVEN_3658,78,3658,Patron Anejo Tequila,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,41.9,12,502.8,1
50_MOUNTMEND_15349,50,15349,Itami Onigoroshi Junmal Shu,300mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,5.26,12,63.12,2
76_DONCASTER_10734,76,10734,A Bichot Chablis Long Depaqt,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,11.72,11,128.92,2
30_CULCHETH_25531,30,25531,BR Cohn Silver Cab Svgn Snm,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,15.68,12,188.16,2
30_CULCHETH_5962,30,5962,Vermont Ice Maple Creme,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,17.26,6,103.56,1
34_PITMERDEN_27596,34,27596,MezzaCorona Pnt Grigio,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,5.16,12,61.92,2
22_SHARNWICK_10227,22,10227,Due Torri Pnt Nr del Venezie,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,6.16,12,73.92,2
50_MOUNTMEND_32545,50,32545,Artesa Carneros Chard,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,10.27,48,492.96,2
69_MOUNTMEND_3329,69,3329,Seagrams Extra Smooth Vodka,1.75L,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,10.84,4,43.36,1
76_DONCASTER_15094,76,15094,Butter Chard,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,9.08,36,326.88,2
78_EASTHAVEN_6385,78,6385,Fetzer Sundial Chard,1.5L,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,6.88,6,41.28,2
22_SHARNWICK_22447,22,22447,Pizzolato Pnt Grigio,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,4.72,12,56.64,2
67_EANVERNESS_759,67,759,Bunnahabhain 12 Yr Single,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,37.0,6,222.0,1
38_GOULCREST_16725,38,16725,Moonstone Asian Pear Sake,300mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,4.63,10,46.3,2
38_GOULCREST_34996,38,34996,Carpineto Dogajolo Tuscan R,1.5L,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,11.4,6,68.4,2
37_PAETHSMOUTH_984,37,984,Patron XO Cafe Liqueur,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,20.63,6,123.78,1
67_EANVERNESS_72,67,72,No. 3 London Dry Gin,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,26.11,6,156.66,1
15_WANBORNE_41530,15,41530,Septima Malbec Mendoza,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,5.84,12,70.08,2
66_EANVERNESS_4317,66,4317,Pyrat XO Reserve Rum,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,23.73,6,142.38,1
69_MOUNTMEND_21329,69,21329,Masi Campofiorin,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,10.52,12,126.24,2
69_MOUNTMEND_8144,69,8144,Corralejo Reposado Tequila,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,22.38,6,134.28,1
1_HARDERSFIELD_24686,1,24686,Barco Negro Douro,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,5.51,11,60.61,2
1_HARDERSFIELD_41213,1,41213,A to Z Pnt Nr Ore,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,12.07,12,144.84,2
38_GOULCREST_4283,38,4283,Hochstadter's Slow and Low,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,13.84,6,83.04,1
34_PITMERDEN_686,34,686,Midnight Moon Cherry,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,14.95,1,14.95,1
69_MOUNTMEND_32546,69,32546,Artesa Carneros Pnt Nr,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,12.58,36,452.88,2
34_PITMERDEN_13258,34,13258,ChocoVine,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,6.49,11,71.39,2
34_PITMERDEN_12378,34,12378,Pacific Rim Organic Riesling,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,8.72,12,104.64,2
54_GUTHRAM_3733,54,3733,Patron Silver Tequila,1.75L,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,83.96,3,251.88,1
1_HARDERSFIELD_4979,1,4979,Patron Silver Tequila,Liter,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,57.14,6,342.84,1
67_EANVERNESS_20992,67,20992,Les Hauts de Lagarde Rouge,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,6.7,11,73.7,2
52_GRAYCOTT_15079,52,15079,Anna de Codorniu Brut Cava,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,7.74,12,92.88,2
67_EANVERNESS_2116,67,2116,Sapling Maple Bourbon,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,27.33,4,109.32,1
67_EANVERNESS_5525,67,5525,Fernet-Branca Italian Liquer,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,18.24,6,109.44,1
54_GUTHRAM_934,54,934,Tanteo Jalapeno Tequila,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,26.08,5,130.4,1
67_EANVERNESS_14631,67,14631,Dom Serene Yamhill Cv Pnt Nr,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,23.83,12,285.96,2
38_GOULCREST_13978,38,13978,Jos Phelps Chard,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,23.8,6,142.8,2
23_ARBINGTON_17059,23,17059,Murai Nigori Genshu Sake,300mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,5.91,12,70.92,2
50_MOUNTMEND_2235,50,2235,Deanston SM Virgin Oak,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,19.56,6,117.36,1
1_HARDERSFIELD_14663,1,14663,Spellbound Merlot,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,8.78,12,105.36,2
76_DONCASTER_45769,76,45769,Bonterra Svgn Bl Organic,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,6.65,12,79.8,2
1_HARDERSFIELD_5833,1,5833,Patron Roca Silver Tequila,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,50.77,6,304.62,1
76_DONCASTER_12944,76,12944,Middle Sister Rebel Red,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,6.8,12,81.6,2
76_DONCASTER_12945,76,12945,Middle Sister Mischief Maker,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,6.75,12,81.0,2
30_CULCHETH_18278,30,18278,Cecchi Nobile Montepulciano,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-01 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,16.1,5,80.5,2
50_MOUNTMEND_21552,50,21552,Vindicated Cab Svgn,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,12.9,12,154.8,2
69_MOUNTMEND_5697,69,5697,Metcalfe's Maple Liqueur,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8203,2015-12-25 00:00:00,2016-01-02 00:00:00,2016-01-07 00:00:00,2016-02-13 00:00:00,15.14,6,90.84,1
