CompraID,ProveedorID,Fecha_compra,Fecha_facturacion,Fecha_pago,Precio_total,Costo_envio,Aprobacion
9272,8892,2016-03-09,2016-03-23,2016-05-01,29095.29,151.3,No Aplica
9273,9260,2016-03-09,2016-03-25,2016-04-25,635.28,3.24,No Aplica
9298,9165,2016-03-10,2016-03-22,2016-04-21,141718.8,651.91,No Aplica
9274,9751,2016-03-09,2016-03-21,2016-04-26,22.72,0.12,No Aplica
9241,90010,2016-03-07,2016-03-28,2016-05-04,514.2,2.78,No Aplica
9254,1587,2016-03-08,2016-03-28,2016-04-28,15031.42,76.66,No Aplica
9299,90024,2016-03-10,2016-03-21,2016-04-25,5609.43,28.61,No Aplica
9275,1601,2016-03-09,2016-03-24,2016-05-07,1829.14,8.23,No Aplica
9255,90057,2016-03-08,2016-03-24,2016-04-26,137.16,0.66,No Aplica
9300,9622,2016-03-10,2016-03-29,2016-05-03,1030.32,5.67,No Aplica
9256,9625,2016-03-08,2016-03-28,2016-04-27,2842.69,14.5,No Aplica
9276,3664,2016-03-09,2016-03-22,2016-05-06,58560.22,281.09,No Aplica
9277,9815,2016-03-09,2016-03-23,2016-05-08,78626.74,416.72,No Aplica
9242,90058,2016-03-07,2016-03-27,2016-05-02,1163.59,5.24,No Aplica
9388,1703,2016-03-18,2016-04-03,2016-05-10,623.36,2.93,No Aplica
9371,4466,2016-03-17,2016-03-31,2016-05-13,1649.2,8.91,No Aplica
9357,388,2016-03-16,2016-03-30,2016-05-13,895.44,4.84,No Aplica
9389,480,2016-03-18,2016-04-02,2016-04-30,137470.25,714.85,No Aplica
9316,516,2016-03-13,2016-04-03,2016-05-14,15426.4,77.13,No Aplica
9317,2396,2016-03-13,2016-03-29,2016-04-28,154.18,0.83,No Aplica
9318,1003,2016-03-13,2016-04-04,2016-05-13,35.7,0.2,No Aplica
9390,1128,2016-03-18,2016-04-03,2016-05-02,158392.02,712.76,No Aplica
9391,1189,2016-03-18,2016-04-02,2016-05-03,264.6,1.22,No Aplica
9348,1273,2016-03-15,2016-04-01,2016-05-06,1374.6,7.42,No Aplica
9330,11567,2016-03-14,2016-03-28,2016-05-07,56623.14,271.79,No Aplica
9392,1485,2016-03-18,2016-04-05,2016-04-29,68607.71,336.18,No Aplica
9319,4380,2016-03-13,2016-04-01,2016-05-07,4340.54,20.83,No Aplica
9331,1392,2016-03-14,2016-04-04,2016-05-04,200462.77,922.13,No Aplica
9393,90047,2016-03-18,2016-04-02,2016-05-11,2509.67,11.29,No Aplica
9358,2242,2016-03-16,2016-03-29,2016-05-09,27920.25,134.02,No Aplica
9332,1590,2016-03-14,2016-04-04,2016-05-12,10713.13,52.49,No Aplica
9320,3960,2016-03-13,2016-04-02,2016-05-13,604197.73,2900.15,Frank Delahunt
9359,2555,2016-03-16,2016-03-31,2016-05-13,14004.63,63.02,No Aplica
9333,2450,2016-03-14,2016-04-01,2016-05-07,199.92,1.1,No Aplica
9372,2496,2016-03-17,2016-03-30,2016-04-29,1956.14,10.56,No Aplica
9394,17037,2016-03-18,2016-04-01,2016-04-28,719.76,3.24,No Aplica
9373,3252,2016-03-17,2016-04-04,2016-05-03,151855.6,728.91,No Aplica
9334,2561,2016-03-14,2016-04-02,2016-05-10,26168.64,120.38,No Aplica
9374,1655,2016-03-17,2016-04-04,2016-04-29,2204.84,9.92,No Aplica
9335,17031,2016-03-14,2016-04-02,2016-04-28,3581.66,17.91,No Aplica
9395,90011,2016-03-18,2016-03-29,2016-05-10,733.77,3.6,No Aplica
9375,9744,2016-03-17,2016-04-02,2016-05-13,7811.59,38.28,No Aplica
9360,3924,2016-03-16,2016-04-02,2016-05-05,37985.47,186.13,No Aplica
9396,3950,2016-03-18,2016-04-01,2016-05-13,625.82,3.19,No Aplica
9349,90053,2016-03-15,2016-04-04,2016-05-06,312.24,1.53,No Aplica
9397,17032,2016-03-18,2016-03-28,2016-05-13,518.76,2.54,No Aplica
9398,12546,2016-03-18,2016-03-29,2016-04-29,337334.88,1787.87,Frank Delahunt
9336,4550,2016-03-14,2016-03-29,2016-05-09,1083.39,5.31,No Aplica
9337,4692,2016-03-14,2016-04-01,2016-05-07,23906.57,119.53,No Aplica
9321,90032,2016-03-13,2016-04-04,2016-05-12,1167.72,5.25,No Aplica
9361,4848,2016-03-16,2016-03-29,2016-05-14,1177.37,5.77,No Aplica
9376,4950,2016-03-17,2016-03-28,2016-05-11,4444.76,22.67,No Aplica
9322,8352,2016-03-13,2016-04-01,2016-04-29,29583.0,142.0,No Aplica
9323,9552,2016-03-13,2016-04-02,2016-05-12,153107.58,734.92,No Aplica
9399,10000,2016-03-18,2016-04-03,2016-05-09,33682.3,158.31,No Aplica
9362,5455,2016-03-16,2016-04-03,2016-04-28,1935.2,9.68,No Aplica
9363,4425,2016-03-16,2016-03-30,2016-05-15,2868.35,14.92,No Aplica
9350,4425,2016-03-15,2016-04-01,2016-05-01,292322.07,1461.61,Frank Delahunt
9351,5992,2016-03-15,2016-04-04,2016-05-13,2715.34,12.49,No Aplica
9338,6213,2016-03-14,2016-03-30,2016-04-28,24504.72,127.42,No Aplica
9377,8112,2016-03-17,2016-03-31,2016-05-12,70566.24,331.66,No Aplica
9378,6215,2016-03-17,2016-04-02,2016-05-01,619.68,2.97,No Aplica
9400,6355,2016-03-18,2016-04-05,2016-05-14,183.12,1.01,No Aplica
9352,6359,2016-03-15,2016-04-02,2016-05-04,1783.42,8.56,No Aplica
9324,6785,2016-03-13,2016-04-05,2016-05-07,35641.12,178.21,No Aplica
9379,6830,2016-03-17,2016-04-02,2016-05-15,162.72,0.83,No Aplica
9401,10754,2016-03-18,2016-03-30,2016-05-12,51255.14,235.77,No Aplica
9339,17035,2016-03-14,2016-04-01,2016-05-15,280795.82,1460.14,Frank Delahunt
9402,9206,2016-03-18,2016-04-03,2016-05-13,12692.19,68.54,No Aplica
9403,7153,2016-03-18,2016-03-31,2016-05-04,31813.61,146.34,No Aplica
9325,90027,2016-03-13,2016-04-03,2016-05-04,336.96,1.79,No Aplica
9326,7154,2016-03-13,2016-03-29,2016-05-09,1640.83,8.2,No Aplica
9364,7240,2016-03-16,2016-04-01,2016-05-03,1155.51,5.55,No Aplica
9327,7245,2016-03-13,2016-04-05,2016-05-02,90258.08,478.37,No Aplica
9404,7255,2016-03-18,2016-04-01,2016-05-10,712.2,3.7,No Aplica
9405,7239,2016-03-18,2016-04-01,2016-05-07,47069.42,254.17,No Aplica
9406,10050,2016-03-18,2016-03-31,2016-05-15,322.56,1.68,No Aplica
9365,8004,2016-03-16,2016-03-29,2016-05-10,104643.36,481.36,No Aplica
9407,660,2016-03-18,2016-04-03,2016-05-08,51309.31,241.15,No Aplica
9408,17033,2016-03-18,2016-04-01,2016-05-01,505.56,2.28,No Aplica
9380,8150,2016-03-17,2016-04-05,2016-05-10,1853.14,9.45,No Aplica
9328,98450,2016-03-13,2016-03-31,2016-05-13,1268.56,6.6,No Aplica
9353,8320,2016-03-15,2016-04-04,2016-04-30,8083.94,37.99,No Aplica
9340,3089,2016-03-14,2016-04-01,2016-04-28,19262.4,98.24,No Aplica
9381,28750,2016-03-17,2016-03-29,2016-05-15,775.08,4.26,No Aplica
9382,2000,2016-03-17,2016-04-01,2016-05-05,43440.11,234.58,No Aplica
9341,8663,2016-03-14,2016-03-31,2016-05-02,32.82,0.18,No Aplica
9342,653,2016-03-14,2016-04-04,2016-04-28,18861.84,90.54,No Aplica
9366,8673,2016-03-16,2016-04-03,2016-05-12,25958.49,137.58,No Aplica
9354,12331,2016-03-15,2016-03-30,2016-05-14,2583.12,12.14,No Aplica
9343,8664,2016-03-14,2016-04-05,2016-04-29,40067.18,180.3,No Aplica
9409,8735,2016-03-18,2016-03-31,2016-05-05,693.24,3.54,No Aplica
9344,90056,2016-03-14,2016-03-31,2016-04-29,1090.8,5.45,No Aplica
9345,172662,2016-03-14,2016-04-04,2016-05-12,6546.39,34.7,No Aplica
9410,8920,2016-03-18,2016-03-31,2016-05-11,920.13,4.78,No Aplica
9367,28776,2016-03-16,2016-03-30,2016-05-07,511.68,2.56,No Aplica
9383,90017,2016-03-17,2016-04-01,2016-05-15,503.94,2.52,No Aplica
9368,90037,2016-03-16,2016-04-05,2016-05-13,157.13,0.77,No Aplica
9369,9819,2016-03-16,2016-03-31,2016-04-29,32794.21,150.85,No Aplica
9329,8892,2016-03-13,2016-03-28,2016-04-28,28943.94,141.83,No Aplica
9411,9260,2016-03-18,2016-03-28,2016-04-30,473.25,2.32,No Aplica
9412,9165,2016-03-18,2016-04-01,2016-05-09,143620.79,732.47,No Aplica
9384,9751,2016-03-17,2016-03-29,2016-05-12,136.32,0.74,No Aplica
9385,90010,2016-03-17,2016-03-30,2016-05-15,725.48,3.92,No Aplica
9413,1587,2016-03-18,2016-04-01,2016-05-14,14870.15,78.81,No Aplica
9346,90024,2016-03-14,2016-04-01,2016-05-05,4981.54,23.41,No Aplica
9355,1601,2016-03-15,2016-04-04,2016-05-07,1218.93,5.85,No Aplica
9386,9622,2016-03-17,2016-03-30,2016-05-01,1144.8,5.27,No Aplica
9387,9625,2016-03-17,2016-03-28,2016-05-13,2861.6,14.59,No Aplica
9370,3664,2016-03-16,2016-04-03,2016-05-08,73646.97,368.23,No Aplica
9347,9815,2016-03-14,2016-04-01,2016-04-30,79751.99,438.64,No Aplica
9356,90058,2016-03-15,2016-04-03,2016-05-03,1122.39,5.61,No Aplica
9414,1703,2016-03-20,2016-04-04,2016-05-20,5803.08,30.18,No Aplica
9449,105,2016-03-22,2016-04-09,2016-05-12,214.26,1.07,No Aplica
9491,4466,2016-03-24,2016-04-09,2016-05-08,2016.43,10.08,No Aplica
9504,388,2016-03-25,2016-04-06,2016-05-17,85.28,0.41,No Aplica
9415,480,2016-03-20,2016-04-06,2016-05-14,252445.47,1262.23,Frank Delahunt
9473,516,2016-03-23,2016-04-12,2016-05-19,21639.98,106.04,No Aplica
9474,2396,2016-03-23,2016-04-08,2016-05-13,265.46,1.33,No Aplica
9433,1265,2016-03-21,2016-04-10,2016-05-18,14.05,0.07,No Aplica
9416,1128,2016-03-20,2016-04-05,2016-05-08,257419.46,1390.07,Frank Delahunt
9505,1189,2016-03-25,2016-04-05,2016-05-15,132.3,0.6,No Aplica
9492,1273,2016-03-24,2016-04-11,2016-05-14,5159.38,25.8,No Aplica
9506,11567,2016-03-25,2016-04-06,2016-05-12,45851.26,252.18,No Aplica
9434,90046,2016-03-21,2016-04-10,2016-05-19,566.76,2.78,No Aplica
9507,1485,2016-03-25,2016-04-10,2016-05-08,50218.31,266.16,No Aplica
9475,2876,2016-03-23,2016-04-07,2016-05-16,276.74,1.27,No Aplica
9417,4380,2016-03-20,2016-04-11,2016-05-06,4330.02,19.92,No Aplica
9450,1650,2016-03-22,2016-04-07,2016-05-14,114.24,0.56,No Aplica
9493,1392,2016-03-24,2016-04-08,2016-05-09,397663.8,1789.49,Frank Delahunt
9476,90047,2016-03-23,2016-04-06,2016-05-09,4694.28,24.41,No Aplica
9494,2242,2016-03-24,2016-04-12,2016-05-10,65042.59,318.71,No Aplica
9435,1590,2016-03-21,2016-04-08,2016-05-19,15462.19,69.58,No Aplica
9451,3960,2016-03-22,2016-04-06,2016-05-10,1162576.08,5812.88,Frank Delahunt
9452,2555,2016-03-22,2016-04-08,2016-05-14,10989.65,58.25,No Aplica
9453,2450,2016-03-22,2016-04-12,2016-05-22,920.04,4.69,No Aplica
9454,2496,2016-03-22,2016-04-09,2016-05-05,1221.5,5.86,No Aplica
9418,17037,2016-03-20,2016-04-05,2016-05-18,846.99,4.07,No Aplica
9477,3252,2016-03-23,2016-04-07,2016-05-17,205379.19,1088.51,No Aplica
9495,2561,2016-03-24,2016-04-07,2016-05-13,28488.09,131.05,No Aplica
9478,1655,2016-03-23,2016-04-05,2016-05-14,10315.3,55.7,No Aplica
9496,17031,2016-03-24,2016-04-09,2016-05-16,13358.44,73.47,No Aplica
9479,90011,2016-03-23,2016-04-06,2016-05-19,143.28,0.73,No Aplica
9455,9744,2016-03-22,2016-04-09,2016-05-22,9873.8,49.37,No Aplica
9456,90051,2016-03-22,2016-04-04,2016-05-09,120.72,0.6,No Aplica
9497,3924,2016-03-24,2016-04-07,2016-05-11,40328.61,205.68,No Aplica
9419,3950,2016-03-20,2016-04-07,2016-05-05,258.96,1.29,No Aplica
9457,90053,2016-03-22,2016-04-07,2016-05-06,527.76,2.74,No Aplica
9436,17032,2016-03-21,2016-04-10,2016-05-19,1114.44,5.8,No Aplica
9420,12546,2016-03-20,2016-04-05,2016-05-19,540430.75,2431.94,Frank Delahunt
9421,4550,2016-03-20,2016-04-04,2016-05-17,1407.0,7.46,No Aplica
9437,4692,2016-03-21,2016-04-11,2016-05-12,78743.76,417.34,No Aplica
9480,90032,2016-03-23,2016-04-09,2016-05-09,1712.28,9.42,No Aplica
9498,4848,2016-03-24,2016-04-04,2016-05-11,1328.27,6.11,No Aplica
9458,4950,2016-03-22,2016-04-10,2016-05-09,3919.69,21.17,No Aplica
9459,8352,2016-03-22,2016-04-04,2016-05-22,29144.0,131.15,No Aplica
9422,9552,2016-03-20,2016-04-08,2016-05-19,160987.37,724.44,No Aplica
9508,10000,2016-03-25,2016-04-06,2016-05-19,169430.87,931.87,No Aplica
9438,5455,2016-03-21,2016-04-08,2016-05-19,2163.99,11.25,No Aplica
9460,4425,2016-03-22,2016-04-09,2016-05-18,1637.59,8.84,No Aplica
9481,4425,2016-03-23,2016-04-04,2016-05-05,564655.38,2710.35,Frank Delahunt
9423,5992,2016-03-20,2016-04-04,2016-05-18,2924.96,16.09,No Aplica
9461,6213,2016-03-22,2016-04-06,2016-05-17,19953.38,99.77,No Aplica
9462,8112,2016-03-22,2016-04-04,2016-05-08,163167.38,832.15,No Aplica
9424,6215,2016-03-20,2016-04-04,2016-05-11,545.96,2.89,No Aplica
9439,6355,2016-03-21,2016-04-05,2016-05-06,374.78,1.8,No Aplica
9425,6359,2016-03-20,2016-04-11,2016-05-09,19999.61,100.0,No Aplica
9482,6785,2016-03-23,2016-04-05,2016-05-08,45570.33,227.85,No Aplica
9463,10754,2016-03-22,2016-04-11,2016-05-14,140517.77,772.85,No Aplica
9440,17035,2016-03-21,2016-04-10,2016-05-17,376231.43,2069.27,Frank Delahunt
9464,9206,2016-03-22,2016-04-05,2016-05-22,8864.0,44.32,No Aplica
9483,7153,2016-03-23,2016-04-04,2016-05-20,51169.59,260.96,No Aplica
9426,90027,2016-03-20,2016-04-05,2016-05-16,807.73,4.12,No Aplica
9509,7154,2016-03-25,2016-04-08,2016-05-21,678.07,3.53,No Aplica
9510,7240,2016-03-25,2016-04-05,2016-05-16,1327.16,6.5,No Aplica
9499,7245,2016-03-24,2016-04-04,2016-05-09,239003.88,1147.22,No Aplica
9427,7255,2016-03-20,2016-04-12,2016-05-12,1314.06,7.23,No Aplica
9500,7749,2016-03-24,2016-04-05,2016-05-21,217.1,1.11,No Aplica
9511,7239,2016-03-25,2016-04-06,2016-05-18,45176.55,234.92,No Aplica
9484,10050,2016-03-23,2016-04-08,2016-05-18,799.24,3.84,No Aplica
9512,8004,2016-03-25,2016-04-12,2016-05-15,150734.41,708.45,No Aplica
9485,660,2016-03-23,2016-04-07,2016-05-13,49487.7,262.28,No Aplica
9486,17033,2016-03-23,2016-04-12,2016-05-18,342.09,1.88,No Aplica
9465,8150,2016-03-22,2016-04-05,2016-05-21,1394.24,6.55,No Aplica
9466,98450,2016-03-22,2016-04-04,2016-05-18,1912.37,9.56,No Aplica
9428,8320,2016-03-20,2016-04-09,2016-05-06,8738.89,46.32,No Aplica
9467,3089,2016-03-22,2016-04-07,2016-05-09,21652.88,116.93,No Aplica
9441,2000,2016-03-21,2016-04-05,2016-05-07,60254.34,331.4,No Aplica
9501,8663,2016-03-24,2016-04-11,2016-05-06,164.1,0.79,No Aplica
9429,653,2016-03-20,2016-04-09,2016-05-07,26133.13,128.05,No Aplica
9513,8673,2016-03-25,2016-04-12,2016-05-06,84970.03,441.84,No Aplica
9468,12331,2016-03-22,2016-04-06,2016-05-06,570.28,2.79,No Aplica
9469,8664,2016-03-22,2016-04-12,2016-05-11,50163.56,245.8,No Aplica
9487,8735,2016-03-23,2016-04-04,2016-05-19,481.62,2.17,No Aplica
9488,90056,2016-03-23,2016-04-07,2016-05-16,1871.04,8.42,No Aplica
9430,172662,2016-03-20,2016-04-05,2016-05-22,3081.34,16.02,No Aplica
9514,8920,2016-03-25,2016-04-11,2016-05-21,749.25,3.9,No Aplica
9470,28776,2016-03-22,2016-04-07,2016-05-11,133.26,0.73,No Aplica
9515,173357,2016-03-25,2016-04-11,2016-05-11,154.96,0.85,No Aplica
9442,90017,2016-03-21,2016-04-06,2016-05-13,909.84,5.0,No Aplica
9443,90037,2016-03-21,2016-04-09,2016-05-11,470.97,2.26,No Aplica
9516,9819,2016-03-25,2016-04-06,2016-05-18,71790.82,344.6,No Aplica
9444,8892,2016-03-21,2016-04-04,2016-05-11,51982.8,259.91,No Aplica
9489,9260,2016-03-23,2016-04-10,2016-05-07,266.22,1.41,No Aplica
9445,9165,2016-03-21,2016-04-11,2016-05-13,228876.57,1258.82,No Aplica
9431,9751,2016-03-20,2016-04-10,2016-05-22,408.96,2.21,No Aplica
9502,90010,2016-03-24,2016-04-12,2016-05-09,616.68,2.78,No Aplica
9471,1587,2016-03-22,2016-04-08,2016-05-21,31759.64,174.68,No Aplica
9446,90024,2016-03-21,2016-04-12,2016-05-08,7663.42,42.15,No Aplica
9517,1601,2016-03-25,2016-04-04,2016-05-07,18697.11,91.62,No Aplica
9472,90057,2016-03-22,2016-04-10,2016-05-05,293.28,1.53,No Aplica
9447,9622,2016-03-21,2016-04-11,2016-05-10,801.36,4.25,No Aplica
9490,9625,2016-03-23,2016-04-09,2016-05-20,3120.81,14.67,No Aplica
9448,3664,2016-03-21,2016-04-04,2016-05-18,137338.89,672.96,No Aplica
9503,9815,2016-03-24,2016-04-11,2016-05-17,79960.01,431.78,No Aplica
9432,90058,2016-03-20,2016-04-06,2016-05-13,900.3,4.77,No Aplica
9518,105,2016-03-27,2016-04-12,2016-05-17,214.26,1.11,No Aplica
9583,4466,2016-03-31,2016-04-17,2016-05-12,1035.1,5.69,No Aplica
9519,388,2016-03-27,2016-04-15,2016-05-15,362.44,1.85,No Aplica
9533,480,2016-03-28,2016-04-16,2016-05-12,219952.32,1055.77,No Aplica
9547,516,2016-03-29,2016-04-14,2016-05-12,24284.01,116.56,No Aplica
9520,2396,2016-03-27,2016-04-17,2016-05-12,52.08,0.27,No Aplica
9561,1003,2016-03-30,2016-04-17,2016-05-22,146.58,0.73,No Aplica
9521,1128,2016-03-27,2016-04-15,2016-05-23,214028.06,1027.33,No Aplica
9562,1189,2016-03-30,2016-04-11,2016-05-19,264.6,1.27,No Aplica
9584,1273,2016-03-31,2016-04-13,2016-05-15,3597.68,18.35,No Aplica
9522,11567,2016-03-27,2016-04-13,2016-05-20,51666.78,232.5,No Aplica
9563,1485,2016-03-30,2016-04-13,2016-05-16,13771.87,61.97,No Aplica
9534,2876,2016-03-28,2016-04-14,2016-05-27,237.48,1.19,No Aplica
9535,4380,2016-03-28,2016-04-16,2016-05-12,4741.89,24.18,No Aplica
9600,1650,2016-04-01,2016-04-19,2016-05-28,123.84,0.58,No Aplica
9523,1392,2016-03-27,2016-04-17,2016-05-18,264586.04,1455.22,Frank Delahunt
9601,90047,2016-04-01,2016-04-11,2016-05-12,2427.54,11.17,No Aplica
9564,2242,2016-03-30,2016-04-18,2016-05-19,25317.53,129.12,No Aplica
9602,1590,2016-04-01,2016-04-14,2016-05-26,10446.22,51.19,No Aplica
9585,3960,2016-03-31,2016-04-15,2016-05-26,768199.19,3764.18,Frank Delahunt
9548,2555,2016-03-29,2016-04-13,2016-05-17,13573.06,66.51,No Aplica
9565,2450,2016-03-30,2016-04-15,2016-05-28,1401.86,6.45,No Aplica
9586,2496,2016-03-31,2016-04-16,2016-05-23,1661.77,8.81,No Aplica
9603,17037,2016-04-01,2016-04-11,2016-05-17,661.2,3.37,No Aplica
9536,3252,2016-03-28,2016-04-11,2016-05-19,164742.94,840.19,No Aplica
9549,2561,2016-03-29,2016-04-12,2016-05-17,4739.64,25.59,No Aplica
9537,1655,2016-03-28,2016-04-12,2016-05-13,4951.18,22.28,No Aplica
9566,17031,2016-03-30,2016-04-19,2016-05-19,6027.95,28.93,No Aplica
9567,90011,2016-03-30,2016-04-18,2016-05-16,284.04,1.51,No Aplica
9524,9744,2016-03-27,2016-04-13,2016-05-26,6426.7,32.78,No Aplica
9550,90051,2016-03-29,2016-04-12,2016-05-12,164.28,0.79,No Aplica
9604,90052,2016-04-01,2016-04-16,2016-05-13,99.24,0.46,No Aplica
9525,3924,2016-03-27,2016-04-17,2016-05-22,38094.99,205.71,No Aplica
9587,3950,2016-03-31,2016-04-14,2016-05-13,496.34,2.48,No Aplica
9538,90053,2016-03-28,2016-04-16,2016-05-18,110.88,0.51,No Aplica
9568,17032,2016-03-30,2016-04-13,2016-05-18,231.12,1.2,No Aplica
9605,12546,2016-04-01,2016-04-17,2016-05-20,381919.3,1718.64,Frank Delahunt
9606,4550,2016-04-01,2016-04-19,2016-05-13,1069.32,5.56,No Aplica
9569,4692,2016-03-30,2016-04-16,2016-05-23,48086.42,264.48,No Aplica
9551,90032,2016-03-29,2016-04-19,2016-05-28,1157.01,5.9,No Aplica
9588,4848,2016-03-31,2016-04-12,2016-05-28,2006.7,9.23,No Aplica
9570,4950,2016-03-30,2016-04-18,2016-05-23,4036.38,18.16,No Aplica
9607,8352,2016-04-01,2016-04-12,2016-05-12,30868.12,163.6,No Aplica
9571,9552,2016-03-30,2016-04-16,2016-05-28,144893.28,681.0,No Aplica
9589,10000,2016-03-31,2016-04-14,2016-05-13,53224.62,276.77,No Aplica
9572,5455,2016-03-30,2016-04-18,2016-05-28,5255.24,24.17,No Aplica
9526,4425,2016-03-27,2016-04-11,2016-05-23,879.48,4.13,No Aplica
9539,4425,2016-03-28,2016-04-16,2016-05-27,394249.34,1813.55,Frank Delahunt
9527,5992,2016-03-27,2016-04-17,2016-05-26,4638.25,23.19,No Aplica
9608,6213,2016-04-01,2016-04-11,2016-05-28,19141.7,103.37,No Aplica
9573,8112,2016-03-30,2016-04-16,2016-05-12,83151.24,407.44,No Aplica
9528,6215,2016-03-27,2016-04-12,2016-05-27,622.56,3.24,No Aplica
9574,6355,2016-03-30,2016-04-18,2016-05-14,4572.82,21.49,No Aplica
9540,6359,2016-03-28,2016-04-15,2016-05-15,2445.41,13.21,No Aplica
9541,6785,2016-03-28,2016-04-15,2016-05-25,33016.61,171.69,No Aplica
9552,10754,2016-03-29,2016-04-14,2016-05-20,82812.69,397.5,No Aplica
9590,17035,2016-03-31,2016-04-18,2016-05-12,275609.94,1488.29,Frank Delahunt
9609,9206,2016-04-01,2016-04-13,2016-05-29,7568.15,37.08,No Aplica
9591,7153,2016-03-31,2016-04-18,2016-05-29,39810.31,187.11,No Aplica
9592,90027,2016-03-31,2016-04-15,2016-05-12,261.96,1.31,No Aplica
9575,7154,2016-03-30,2016-04-15,2016-05-23,1013.22,5.07,No Aplica
9553,7240,2016-03-29,2016-04-12,2016-05-27,1167.08,6.07,No Aplica
9554,7245,2016-03-29,2016-04-14,2016-05-12,131835.28,698.73,No Aplica
9610,7255,2016-04-01,2016-04-17,2016-05-12,4161.35,19.97,No Aplica
9593,7239,2016-03-31,2016-04-16,2016-05-18,65793.96,309.23,No Aplica
9542,10050,2016-03-28,2016-04-14,2016-05-25,2463.38,11.33,No Aplica
9594,8004,2016-03-31,2016-04-15,2016-05-12,126189.4,593.09,No Aplica
9611,660,2016-04-01,2016-04-15,2016-05-25,57966.53,272.44,No Aplica
9612,17033,2016-04-01,2016-04-19,2016-05-17,877.92,4.3,No Aplica
9555,8150,2016-03-29,2016-04-11,2016-05-29,1725.49,9.49,No Aplica
9529,98450,2016-03-27,2016-04-17,2016-05-22,1509.48,8.0,No Aplica
9556,8320,2016-03-29,2016-04-19,2016-05-13,8443.89,39.69,No Aplica
9595,3089,2016-03-31,2016-04-11,2016-05-20,23298.56,111.83,No Aplica
9613,28750,2016-04-01,2016-04-12,2016-05-20,248.76,1.32,No Aplica
9557,2000,2016-03-29,2016-04-16,2016-05-14,58688.03,287.57,No Aplica
9614,653,2016-04-01,2016-04-16,2016-05-24,21823.69,117.85,No Aplica
9615,8673,2016-04-01,2016-04-12,2016-05-23,32290.41,167.91,No Aplica
9576,12331,2016-03-30,2016-04-13,2016-05-29,238.8,1.17,No Aplica
9616,8664,2016-04-01,2016-04-13,2016-05-16,46618.45,219.11,No Aplica
9530,8735,2016-03-27,2016-04-17,2016-05-18,184.54,0.87,No Aplica
9543,90056,2016-03-28,2016-04-12,2016-05-27,1392.91,7.52,No Aplica
9617,172662,2016-04-01,2016-04-14,2016-05-24,1787.52,8.94,No Aplica
9544,8920,2016-03-28,2016-04-18,2016-05-24,779.58,4.29,No Aplica
9577,28776,2016-03-30,2016-04-14,2016-05-22,122.58,0.55,No Aplica
9558,173357,2016-03-29,2016-04-11,2016-05-20,774.8,4.03,No Aplica
9578,90017,2016-03-30,2016-04-13,2016-05-15,137.16,0.63,No Aplica
9579,9819,2016-03-30,2016-04-17,2016-05-18,40264.95,209.38,No Aplica
9545,8892,2016-03-28,2016-04-18,2016-05-19,35695.06,189.18,No Aplica
9596,9260,2016-03-31,2016-04-17,2016-05-16,216.78,1.06,No Aplica
9559,9165,2016-03-29,2016-04-15,2016-05-13,204150.85,959.51,No Aplica
9560,90010,2016-03-29,2016-04-12,2016-05-24,969.72,4.85,No Aplica
9580,1587,2016-03-30,2016-04-15,2016-05-20,15456.36,71.1,No Aplica
9597,90024,2016-03-31,2016-04-18,2016-05-16,8427.69,44.67,No Aplica
9531,1601,2016-03-27,2016-04-17,2016-05-28,1658.19,8.46,No Aplica
9546,90057,2016-03-28,2016-04-12,2016-05-24,137.16,0.66,No Aplica
9598,9622,2016-03-31,2016-04-15,2016-05-19,638.78,2.94,No Aplica
9581,9625,2016-03-30,2016-04-14,2016-05-20,2662.85,13.31,No Aplica
9582,3664,2016-03-30,2016-04-12,2016-05-28,68896.9,344.48,No Aplica
9599,9815,2016-03-31,2016-04-13,2016-05-26,75226.93,361.09,No Aplica
9532,90058,2016-03-27,2016-04-12,2016-05-22,1534.78,8.44,No Aplica
9639,4466,2016-04-04,2016-04-20,2016-06-04,5323.01,25.02,No Aplica
9640,388,2016-04-04,2016-04-24,2016-05-22,383.76,2.03,No Aplica
9658,480,2016-04-05,2016-04-20,2016-05-30,198302.71,1051.0,No Aplica
9690,516,2016-04-07,2016-04-19,2016-06-03,26944.41,126.64,No Aplica
9691,2396,2016-04-07,2016-04-24,2016-05-31,54.0,0.28,No Aplica
9641,1265,2016-04-04,2016-04-22,2016-05-28,42.15,0.23,No Aplica
9642,1003,2016-04-04,2016-04-21,2016-05-24,147.84,0.8,No Aplica
9672,1128,2016-04-06,2016-04-18,2016-06-01,190511.13,857.3,No Aplica
9618,1189,2016-04-03,2016-04-24,2016-05-29,3460.92,19.04,No Aplica
9619,1273,2016-04-03,2016-04-25,2016-06-02,5762.29,28.81,No Aplica
9659,11567,2016-04-05,2016-04-25,2016-05-30,43298.61,233.81,No Aplica
9620,90046,2016-04-03,2016-04-25,2016-05-24,226.87,1.25,No Aplica
9621,1485,2016-04-03,2016-04-25,2016-06-01,13694.91,65.74,No Aplica
9673,2876,2016-04-06,2016-04-25,2016-05-30,105.42,0.51,No Aplica
9622,4380,2016-04-03,2016-04-19,2016-05-25,5186.37,25.41,No Aplica
9623,1392,2016-04-03,2016-04-23,2016-05-24,221135.53,1172.02,No Aplica
9674,90047,2016-04-06,2016-04-20,2016-05-22,2503.56,13.02,No Aplica
